"Location ID",Area
506469,"Sri Gokulam Hospital Pvt.Ltd."
506467,"Sri Devi Hospital (Chennai)"
506465,"Sri Balaji Hospital - Coimbatore"
506463,"Sree Sai Krishna Polyclinic Hospital"
506461,"Sree Lavnya Hospital"
506459,"Sree B.M.Hospital"
506457,"Sree Abirami Hospital (P) Ltd"
506455,"Soundarapandian Bone And Joint Hospital & Research Institute Pvt. Ltd."
506453,"Sooriya Hospital"
506451,"Sks Hospital India Pvt Limited"
506449,"Siva E.N.T Hospital Private Limited"
506447,"Shree Sudharson Hospital"
506445,"Shivasunder Hospital"
506443,"Shifa Hospitals"
506439,"Shanmuga Hospitals & Salem Cancer Institute"
506435,"Seahorse Hospital Limited"
506433,"Sbs Hospital Private Limited"
506431,"Sayed Sathya Hospital"
506429,"Saraswathy Speciality Hospitals"
506427,"Saraswathi Hospital"
506425,"Santosh Hospital Pvt. Ltd."
506419,"Salem Gopi Hospital Pvt. Ltd."
506417,"Sakthi Hospital & Research Centre"
506415,S.T.Hospital
506413,"S&V Loga Hospital Pvt.Ltd"
506411,"S P Hospital"
506409,"S N R Eye Hospital"
506407,"Royal Hospital"
506405,"Rohit Hospital-Chennai"
506403,"Rigid Hospital Lvt.Ltd.(Life Line Cliniq)"
506399,"Rasi Hospital"
506393,"Raju Hospitals Pvt. Ltd."
506387,"R. V. S. Hospital"
506385,"R. M. Hospital"
506383,"R. K. B. Hospital"
506379,"Quality Care Hospital"
506375,"Prepare Hospital"
506371,"Prashanth Multispeciality Hospital"
506369,"Parvathy Ortho Hospital"
506367,"Park Hospitals"
506365,"Pandian Hospital Private Limited"
506361,"Padmapriya Hospital Pvt.Ltd"
506357,"New Asian Hospital"
506355,"National Hospital (Chennai)"
506353,"Nankem Hospital"
506351,"Nagai Hospital"
506349,"Mohan Hospital (Chennai)"
506347,"Miot Hospitals Limited"
506343,"Meenakshi Mission Hospital And Research Centre"
506341,"Medindia Digestive Diseases Hospital"
506337,"Maruti Hospital Pvt Ltd."
506335,"Manohar General Hospital"
506333,"Manis Hospital"
506331,"Maniarasan Memorial Poly Hospital"
506329,"Malligai Hospital"
506327,"Malar Hospitals Ltd."
506325,"Malar Hospital"
506321,"M/S. Vidya Hospital"
506319,"M.N. Eye Hospital"
506315,"M. R. Hospital"
506313,"Lotus Hospitals And Research Centre Limited"
506311,"Lifeline Multi Speciality Hospital"
506307,"Lalithaa Hospital"
506303,"Kurinchi Hospital"
506301,"Kumaran Hospital Pvt.Ltd."
506299,"Kumaran Hospital"
506297,"Ktvr Group Hospital"
506295,"Krishnammal Memorial Hospital"
506293,"Krishna Hospital(Cuddalore)"
506291,"Kovai Medical Center And Hospital Limited"
506289,"Kongunad Hospitals (P) Ltd"
506287,"Khm Hospital"
506285,"Keerthana Hospital (P) Ltd"
506283,"Kedar Hospital"
506277,"Kannan Hospital"
506275,"Kanchi Kamakoti Child Trust Hospital"
506273,K.V.Hospital
506271,"K.K.R.Ent Hospital And Research Institute"
506269,"K.Govind Swamy Naidu Medical Trust (K.G Hospital)"
506267,K.G.Hospital
506263,"K. J. Hospital Pvt. Ltd."
506261,"Jv Hospital"
506255,"Jaya Hospital"
506253,"Jawhar Hospital ( Madurai)"
506251,"J.S.P. Hospital Pvt. Limited"
506247,"Hindu Mission Hospital"
506243,"Harvey Heart Hospital Limited(Harvey Healthcare Ltd.)"
506239,"Hande Hospital"
506237,"Giri Hospital"
506235,"Gajanan Hospital Pvt Limited(A.G.Hospital)"
506233,"G.S.Hospital ( Chennai)"
506229,"Ezhil Hospital"
506225,"Ellen Hospital"
506223,"Durgabai Deshmukh General Hospital And Research Centre"
506217,"Dr. Kamakshi Memorial Hospital"
506215,"Dr. Jeyasekharan Hospital & Nursing Home"
506213,"Dr. Hariharan Diabetes & Heartcare Hospital"
506211,"Dr. Grace George Hospital"
506209,"Dr. Agarwal-Sajjad Eye Hospital"
506207,"Dr. Agarwal's Eye Hospital"
506205,"Dr. Agarwal Vasans Eye Hospital(Salem)"
506203,"Dr. Agarwal Vasans Eye Hospital - Trichy"
506201,"Dr. Agarwal R K Eye Hospital"
506197,"Devi Hospital"
506195,"Devaki Hospital Limited"
506193,"Deepam Hospital Private Limited"
506191,"City Tower Hospitals"
506189,"City Hospital ( Tuticorin)"
506187,"Christian Medical College & Hospital(Vellore)"
506185,"Chennai Kaliappa Hospital"
506183,C.M.Hospital
506181,"C. K. Hospital"
506179,"Billroth Hospital Ltd"
506177,"Bharathi Rajaa Speciality Hospital"
506175,"Bharani Hospital (The Specialities Healthcare)"
506173,"Balakrishna Eye Hospital & Eye Research Centre"
506171,"Balaji Hospital (P) Ltd"
506169,"B.R.S Hospital Pvt Ltd"
506167,"B.M.Orthopaedic Hospital"
506165,"Aysha Hospitals (P) Ltd"
506161,"Athipathi Hospital & Research Centre"
506159,"Aswene Soundra Hospital & Research Centre"
506157,"Ashwin Hospital (Coimbatore)"
506153,"Apollo Speciality Hospitals(Madurai)"
506151,"Apollo Kh Hospital"
506149,"Apollo Hospitals & Group Hospital"
506147,"Anand Hospital"
506143,"Amma Hospital"
506141,"Adyar P.M. Hospitals & Research Centre"
506139,"Aditya Hospital ( Chennai)"
506137,"Abhijay Hospital (P) Ltd"
506135,"Abc Hospital"
506133,"Aakash Hospital (Chennai)"
506129,"A. V. M. Hospital"
506127,"A. G. Hospital"
506125,"Vaishali Hospitaland Research Centre"
506123,"Udaipur Hospital & Medical Research Center Pt.Ltd"
506121,"Tongia Heart & General Hospital"
506117,"Tantia Hospital"
506115,"T.K. Hospital"
506113,"Surana Hospital & Research Centre"
506111,"Sudha Hospital & Medical Research Center Pvt.Ltd."
506109,"Sri Vinayak Hospital"
506107,"Soni Hospital"
506105,"Smt.Durga Devi Memorial Hospital"
506103,"Sharma East India Hospitals & Med. Res.Ltd.(Jaipur Hospital)"
506101,"Sharma East India Hospitals & Med. Res. Ltd."
506097,"Shah Hospital(Jaipur)"
506095,"Sevayatan Maternity & General Hospital"
506093,"Seth Prabhudayal Gupta Cheritable Hospital"
506091,"Saket Hospital"
506089,"S.R. Kalla Memorial Gastro & General Hospital"
506087,"S.N.Pareek Memorial Hospital & Research Centre"
506085,"S. K. Soni Hospital"
506083,"Rajputana Hospital & Research Centre Pvt Ltd"
506077,"Pratap Memorial Hospital & Research Centre"
506075,"Prakash Mother & Child Hospital"
506073,"Pinkcity Heart And General Hospital"
506071,"Pandya Hospital & Research Centre Pvt. Ltd."
506069,"Opera Hospital Medical & Research Center Pvt.Ltd."
506067,"Navjeevan Hospital Pvt.Ltd."
506065,"Navjeevan Hospital Lalsot"
506063,"Monilek Hospital & Research Centre"
506061,"Mittal Hospital And Research Centre"
506057,"Meera Hospital (Jaipur)"
506055,"Manu Hospital & Research Centre"
506053,"Manidhari Hospital & Maloo Neuro Centre"
506051,"Malpani Multispeciality Hospital"
506049,"Mahaveer Hospital & Maternity Centre"
506047,"M. N. Hospital & Research Centre"
506045,"Lok Sewa Hospital & Medical Research Center"
506043,"Life Line Hospital"
506041,"Liberty Hospital"
506039,"Lakecity Hospital"
506037,"Lahoty Hospital"
506035,"Ladli Hospital & Diagnostic Clinic"
506031,"Kota Trauma Hospital"
506029,"Kota Eye Hospital & Research Foundation"
506027,"Khandaka Hospital"
506023,"K.C. Memorial Eye Hospital"
506021,"K. K. Hospital & Diagonstic Centre"
506019,"Jaiswal Hospital & Neuro Institute"
506017,"Jaipur Hospital"
506013,"Imperial Hospital & Research Centre"
506011,"Holy Family Hospital( Rajasthan)"
506007,"Goyal Hospital & Research Centre Pvt.Ltd"
506005,"Gopinath Hospital Private Limited"
506003,"Gopinath Hospital"
506001,"Global Heart And General Hospital"
505999,"Girdhar Hospital And Research Centre"
505997,"Ginni Devi Memorial Hospital"
505995,"Ghiya Hospital"
505993,"Dwarka Orthopaedic & Trauma Hospital"
505989,"Dr. Kamala Nagar Hospital"
505987,"Dr. Jain Eye Hospital"
505985,"Dr. Agarwal's Eye Hospital Ltd."
505983,"Dhanwantari Hospital And Research Centre"
505977,"Birla Sarvajanik Hospital(Pilani)"
505975,"Bharat Vikas Parishad Hospital & Research Centre"
505973,"Bhandari Hospital And Research Centre"
505971,"Bhandari Hospital"
505969,"Bansal Hospital"
505967,"Bani Park Hospital"
505965,"Arora Hospitale (P) Ltd"
505963,"Aravali Hospital Pvt.Limited"
505961,"Apex Hospital Pvt. Ltd."
505957,"Anand Hospital & Eye Centre"
505953,"Ajmer Hospital"
505951,"Vidya Memorial Kanwal Hospital"
505949,"Uppal Neuro Hospital"
505945,"Tarlok Hospital"
505943,"Tagore Hospital & Heart Care Centre"
505941,"Smt. Paarvati Devi Hospital"
505939,"Sirish Hospital(Ludhiana)"
505933,"Satguru Partap Singh Apollo Hospitals"
505931,"Samrala Surgical And General Hospital"
505929,"S. A. S. Grewal Memorial Multispeciality Hospital"
505927,"Randhawa Hospital"
505923,"Pal Nursing Home And Hospital"
505919,"Nagpal Super Speciality Hospital"
505915,"Mittal Hospital And Heart Centre"
505913,"Mahajan Hospital- A Multispeciality Centre"
505911,"Madaan Hospital"
505909,"Ludhiana Mediciti ( A Super Speciality Hospital )"
505905,"Kapil Hospital"
505903,"J. P. Eye Hospital"
505899,"Guru Teg Bahadur Sahib Charitable Hospital"
505897,"Guru Nanak Hospital (Rajpur)"
505895,"Gupta Hospital And Maternity Home"
505893,"Gupta Hospital (Ludhiana)"
505891,"Goel Hospital And Scan Centre"
505889,"Garg Mission Hospital"
505887,"Fortis Hospital"
505883,"Emergency Medical Care Hospital(Emc)"
505879,"Dr. Rama Sofat Hospital"
505875,"Dr. Naresh Hospital & Heart Centre"
505873,"Dr. H. R. Nayyar Memorial Hospital"
505871,"Dhami Eye Care Hospital"
505869,"Deol Hospital"
505867,"Deep Nursing Home And Children Hospital"
505865,"Dayanand Medical College & Hospital"
505861,"Christian Medical College &Hospital(C.M.C. Hospital) Ludhiana"
505855,"Bassi Hospital Pvt. Ltd ."
505853,"Bajwa Hospital"
505851,"Bahri Hospital"
505849,"Avasthi Bone & Joint Clinic Hospital"
505847,"Anoop Hospital"
505845,"Sri Sai Krupa Hospital"
505843,"Rani Hospital"
505841,"Pondicherry City Hospitals (P) Ltd."
505835,"Madhava Hospital(Pondicherry)"
505833,"Eastcoast Hospital Limited"
505831,"A.G.Padmavati's Hospital Ltd. (Pondicherry)"
505827,"Usthi Hospital & Research Centre"
505823,"Sun Hospital Pvt. Ltd."
505821,"Shanti Hospital"
505811,"Neelachal Hospital Pvt.Ltd."
505803,"Kalinga Hospital Limited"
505793,"Ashwini Hospital (Cuttack)"
505791,"Faith Hospital And Institute Of Medical Sciences"
505789,"Greenwood Hospital (P) Ltd."
505787,"Woodland Hospital"
505785,"Bethany Hospital"
505783,"Imphal Hospital & Research Centre"
505775,"Yashwant Hospital & Maternity Home"
505773,"Yash Hospital (Dombivli)"
505771,"Wockhardt Hospital Limited (Mulund)"
505769,"Wockhardt Heart Hospital"
505767,"Vyas Fracture, Accident, Ayurveda Hospital"
505755,"Vishwas Kidney Hospital"
505753,"Vishwanath Hospital ( Jalgaon )"
505751,"Vishwanath Hospital ( Dahisar )"
505747,"Vinayak Maternity & General Hospital ( Malad )"
505741,"Vidya-Prabha Hospital ( Khopoli )"
505733,"Vibha Care Home - The Family Hospital"
505731,"Venkatesh Hospital."
505729,"Veena Nagar Health Care Center & Hospital"
505727,"Ve-Care Hospital(Dr Rakesh Nayyar)"
505721,"Varsha Parekh Maternity & Surgical Hospital ( Chembur )"
505715,"Vaibhavi Hospital"
505711,"Ushakiran General Hospital"
505703,"Unity Ortho And Eye Hospital"
505699,"Unique Hospital And Polyclinic (Dr.Vaid)"
505697,"Unique Children's Hospital (Pune)"
505689,"Trupti Maternity, Surgical & General Hospital"
505687,"Trupti Hospital (Nashik)"
505685,"Triveni Hospital ( Nanded )"
505681,"Trimurti Children's Hospital ( Panvel )"
505679,"Torne Ent Hospital"
505677,"Tirupati Hospital (Aurangabad)"
505675,"Thunga Hospital"
505667,"The B.D.Petit Parsee General Hospital"
505665,"Thane Health Care Hospital"
505663,"Tejomaya Eye Hospital"
505661,"Tawde Hospital"
505659,"Tate Hospital"
505657,"Tara Neo Surgical Hospital"
505655,"Tandon Hospital"
505653,"Talesara Hospital"
505645,"Swasthya Hospital Pvt Ltd"
505643,"Suyash Hospital ( Nasik )"
505641,"Suyash Hospital ( Dombivili )"
505639,"Suyash Accident Hospital ( Dhule )"
505637,"Suvidha Hospital & Polyclinic ( Goregoan )"
505635,"Suvidha Hospital & Iccu (Malad)"
505631,"Sushrut Hospital And Research Centre"
505629,"Sushrut Hospital (Phaltan)"
505627,"Sushrut Hospital ( Nalla Sopara )"
505625,"Sushrut Hospital ( Chinchwad )"
505623,"Sushrut Hospital & Research Centre"
505619,"Surya Hospital & Iccu ( Nerul )"
505617,"Surya Hospital"
505615,"Surya Eyetech Hospital And Research Foundation ( Mulund )"
505613,"Surlata Hospital"
505611,"Suretech Hospital Research Centre Ltd"
505607,"Suraj Hospital"
505603,"Suprama Hospital"
505599,"Supertech Hospital"
505597,"Sunetra Eye Hospital"
505595,"Sumitraraj Hospital (Khopoli)"
505593,"Sumitraraj Hospital"
505591,"Sumitra Eye Hospital"
505585,"Sukrut Hospital"
505581,"Sujay Hospital"
505579,"Sudha Hospital & Polyclinic (Malad)"
505577,"Sudha Hospital & Polyclinic"
505575,"Suchak Maternity & General Hospital"
505573,"St. Elizabeth Hospital"
505571,"Srushti Orthopedic Hospital"
505565,"Speciality Ear Nose Throat Hospital ( Kandivali )"
505563,"Sparsh Urology & Kidney Hospital"
505561,"Spandan Hospital"
505553,"Soham Hospital"
505551,"Snehal Hospital (Thane)"
505543,"Smt. Laxmiben Dharamshi Karsn Gala Eye Hospital"
505541,"Sir Hurkisondas Nurrotumdas Hospital & Reserach Centre"
505537,"Singhi Hospital"
505535,"Siddhivinayak Hospital(Jalgaon)"
505529,"Siddhesh Hospital ( Jalgaon )"
505527,"Shushrusha Hospital ( Chandrapur )"
505525,"Shushrusha Hospital ( Agashi )"
505523,"Shushrusha Heart Care Centre & Speciality Hospital(Nerul)"
505521,"Shubshri Orthopaedic Hospital & Rehabilitation Centre"
505517,"Shubham Hospital"
505513,"Shruti Hospital"
505511,"Shroff Eye Hospital(Bandra)"
505505,"Shriram Hospital And Maternity Home"
488149,"Near Dr. Kiran Dodhi Hospital"
505503,"Shrinivas Hospital"
505501,"Shri Siddheshwar Cancer Hospital & Research Centre"
505497,"Shri Krishna Care Hospital"
505495,"Shri Balchikitsalaya Hospital"
505493,"Shri Bala Hanuman Maternity& Surgical Hospital"
505491,"Shreyas Hospital ( Vasai Road )"
505489,"Shreeyash Maternity & General Hospital"
505485,"Shreeprabha Orthopaedic And Accident Hospital ( Nagpur )"
505481,"Shreenathji Hospital"
505477,"Shreeji Hospital (Nagpur)"
505475,"Shreeji Hospital (Kandivali)"
505471,"Shreedevi Hospital"
505469,"Shree Surgical & General Hospital ( Vasai Road )"
505467,"Shree Siddhivinayak Orthopaedic Hospital"
505461,"Shree Sai Hospital ( Kandivali )"
505459,"Shree Sai Clinic & Late Parvati Shankar Rao Chavan Memorial Hospital"
505449,"Shree Narayan Hospital ( Karjat )"
505447,"Shree Krishna Hospital (Mumbai)"
505445,"Shree Hospital(Pune)"
505443,"Shree Hospital (Uran)"
505441,"Shree Hospital ( Kalyan )"
505433,"Shree Balaji Hospital( Virar )"
505431,"Shree Balaji Hospital"
505429,"Shree Ashirwad Hospital"
505427,"Shree Accident & General Hospital"
505415,"Shraddha Hospital (Ghatkopar)"
505413,"Shraddha General Hospital & Icu Centre"
505411,"Shobha Hospital"
505409,"Shivneri Hospital Pvt. Ltd."
505403,"Shivam Netram Eye Hospital"
505401,"Shivam General Hospital Accident - Fracture & Icu Centre ( Dombivili )"
505395,"Shivaani Mother & Child Care Hospital & Fertility Clinic ( Mulund )"
505391,"Shirodkar Hospital"
505389,"Shinde Hospital & I.C.C.U"
505383,"Shatayu Hospital & Research Centre"
505381,"Shatabdi Super Speciality Hospital"
505371,"Shakuntala Memorial Surgical Children & General Hospital"
505369,"Shakuntala Bhatia Maternity & General Hospital ( Kandivali )"
505365,"Shailaja Eye Hospital"
505363,"Shah's Maternity & General Hospital"
505361,"Shahade Hospital"
505357,"Shah Maternity & General Hospital (Bhiwandi)"
505355,"Shah Hospital(Kandivali)"
505353,"Shah Fracture Accident Orthopedic Hospital"
505347,"Shah Children Hospital"
505345,"Seth Nandlal Dhoot Hospital(Marathwada Medicalresearch&Rural Develop Inst.)"
505343,"Seth Ent & Eye Hospital."
505337,"Saykhedkar Hospital & Research Centre Pvt. Ltd"
505335,"Saxena Children And General Hospital"
505331,"Savitri Hospital"
505329,"Satyanand Hospital"
505325,"Satyam Multi Speciality Hospital & Trauma Centre."
505323,"Sathe Hospital"
505319,"Sarvodaya Eye Hospital"
505311,"Saraswati Hospital (Jalgaon)"
505309,"Saraogi Maternity & General Hospital"
505305,"Sant Eknath Hospital"
505299,"Sanjivani Hospital(Dahisar)"
505297,"Sanjivani Hospital (Bhiwandi)"
505295,"Sanjivani Hospital (Airoli)"
505291,"Sanjivan Hospital (Nasik)"
505289,"Sanjeevani Surgical And General Hospital ( Malad )"
505285,"Sanjeevani Hospital( Andheri)"
505283,"Sanjeevani Children Hospital ( Bhayender )"
505279,"Sanjeevan Maternity & Surgical Hospital"
505275,"Sanjeevan Hospital(Jnana Prabodhini Medical Trust) ( Pune )"
505273,"Sanjeen Hospital"
505269,"Sanghvi Maternity And Surgical Hospital"
505267,"Sanghvi Hospital (Andheri)"
505263,"Sancheti Hospital"
505261,"Sanchaiti Polyclinic, Diagnostic Center And General Hospital ( Kandivali )"
505259,"Sampada Hospital"
505257,"Samata Hospital & Polyclinic"
505251,"Samarth Hospital(Pune)"
505249,"Samarth Hospital ( Vikhroli )"
505243,"Sakarkar Hospital"
505239,"Saikrupa Hospital"
505237,"Sai-Krupa General Hospital ( Vikhroli )"
505235,"Saidhan Hospital - Iccu & Eye Care"
505233,"Saibaba Medical Foundation - Anand Hospital (Pune)"
505229,"Saibaba Hospital And Polyclinic"
505227,"Sai Urology Hospital"
505223,"Sai Shraddha Hospital"
505221,"Sai Maternity And Eye Hospital ( Chembur )"
505219,"Sai Krupa Eye Hospital & Polyclinic"
505215,"Sai Kripa Hospital"
505213,"Sai Hospital ( Nashik)"
505207,"Sai Baba Hospital ( Koper Khairane )"
505205,"Sai Baba Hospital ( Chembur )"
505203,"Sai Aashirwad Hospital Iccu & Polyclinic(Bhayander)"
505199,"Sahyadri Hospital ( Nashik )"
505197,"Sahil Hospital"
505195,"Sahayog Hospital (Barshi)"
505193,"Sahasrabudhe Hospital"
505191,"Sahajeevan General Hospital ( Nasik )"
505189,"Saha Hospital"
505185,"Sadhu Kamal Eye Hospital"
505183,"Sachin Hospital"
505179,"Rushabh Nursing Home, Iccu & Eye Hospital"
505177,"Roshni Hospital"
505171,"Riya Maternity & General Hospital"
505159,"Renuka Hospital & Iccu"
505157,"Redkar Hospital & Research Centre"
505153,"Ravi Hospital ( Vasai Road )"
505147,"Ranka Hospital ( Pune )"
505145,"Rane Hospital Pvt.Ltd. ( Chembur )"
505141,"Ramanand Hospital/Iccu"
505139,"Ramalayam Hospital"
505137,"Rajanigandha Hospital & Iccu"
505135,"Raj Orthopedic Hospital"
505131,"Raj Jyoti Heart Hospital"
505129,"Raj Hospital (Nerul)"
505127,"Raghoji Ent & Maternity Hospital"
505125,"Rachana Hospital & Research Centre"
505117,"Purva Hospitals Pvt. Ltd."
505113,"Purohit Hospital ( Borivali )"
505109,"Purnima Hospital"
505107,"Puranik Hospital"
505105,"Punamiya Hospital (Dadar)"
505101,"Pritam Hospital"
505099,"Prince Aly Khan Hospital"
505095,"Prathamesh General Hospital & Iccu"
505091,"Pranjali Maternity Surgical & General Hospital"
505087,"Pramila Hospital ( Kalwa )"
505085,"Prakruti Hospital (Thane)"
505081,"Prakash Eye Hospital"
505075,"Powai Polyclinic & Hospital (Mumbai)"
505073,"Possa Hospital &Polyclinic, Bhayander."
505071,"Pooshan's Children Hospital"
505061,"Pooja Hospital (Goregaon)"
505059,"Pooja Hospital"
505057,"Pitruchaya Hospital"
505055,"Pikale Hospital"
505053,"Phadke Hospital"
505051,"People's Mobile Hospitals & L.D.Ruparel Medical Centre"
505049,"Pawar Hospital (Pune)"
505047,"Pawana Hospital"
505045,"Patwardhan Hospital"
505041,"Patil Hospital Pvt. Ltd. ( Satara )"
505039,"Patil Hospital & Lata Patil Clinic"
505025,"Parulekar Hospital (Airoli)"
505023,"Parmar Hospital"
505019,"Parijat Hospital"
505017,"Parekh Eye Hospital (Bandra)"
505009,"Paramount General Hospital & I.C.C.U ( Mumbai )"
505007,"Param Hospital & I. C. U."
505005,"Parakh Hospital"
505003,"Pandya Surgical & Maternity Hospital"
505001,"Panacea Hospital"
504999,"Palvia Hospital"
504997,"Palvi Hospital"
504995,"Palkar Polyclinic And Hospital"
504993,"Padmini Hospital"
504985,"P. D. Hinduja National Hospital & Research Centre"
504983,"Orthonova Hospital."
504977,"Ortho Relief Hospital And Research Centre"
504975,"Orange City Hospital & Research Institute"
504973,"Omkar Orthopaedic Hospital"
504971,"Omkar Hospital (Kandivali)"
504969,"Omkar Hospital (Bhandup)"
504965,"Omkar Accident Hospital"
504963,"Oma Hospital"
504961,"Om Women's Hospital"
504957,"Om Sai Super Speciality Hospital Pvt. Ltd."
504955,"Om Hospital Cardiac Medical Centre"
504953,"Om Hospital And Polyclinic ( Dombivili )"
504951,"Om Hospital"
504949,"Oke Eye Hospital"
504943,"Nulife Maternity Hospital & Icu (Dombivili)"
504941,"Nulife Hospital(Ghatkopar)"
504939,"Noble Hospital (Mumbai)"
489555,"Near  Shankar Eye Hospital,"
504935,"Nisar Hospital And Maternity Home"
504925,"Niramaya Hospital (Chembur)"
504923,"Niramaya Hospital ( Chinchwad )"
504917,"Nikop Hospital ( Krishnamai Medical & Res. Foundation )"
504915,"Nikam Parmar Hospital"
504903,"Nerlikar Hospital And Research Institute"
504899,"Neha Eye Hospital"
504897,"Neelgiri Hospital - Lithotripsy & Dialysis Centre"
504891,"Navnirman Maternity And Surgical Hospital And Janam Fertility & Ivf Centre"
504881,"Navjeevan Hospital (Amravati)"
504879,"Navare Hospital"
504875,"National Hospital(Bhiwandi)"
504873,"National Hospital (Borivali)"
504871,"National Hospital & Iccu ( Mulund)"
504869,"Nath Hospital"
504867,"Narendra Hospital"
504863,"Namrata General Hospital And Maternity Home"
504861,"Nakoda Hospital"
504859,"Naik Hospital- Pune"
504857,"Naigaonkar Hospital"
504855,"Naidu Hospital ( Nagpur )"
504853,"Nachiket Superspeciality Clinic & Maternity Hospital"
504849,"Murarka Hospital"
504845,"Mukund Hospital ( Andheri )"
504841,"Muktai Hospital"
504839,"Mukhi Hospital"
504835,"Mohit Hospital And Heart Centre"
504831,"Mody Hospital & I.C.C.U ( Airoli )"
504829,"Modi General Hospital & I.C.C.U ( Vikhroli )"
504827,"Modern Hospital ( Mumbai )"
504823,"Mhatre Hospital"
504821,"Mhatre Accident Hospital ( Panvel )"
504819,"Mgm New Bombay Hospital (Vashi)"
504817,"Mgm Hospital (Kalamboli)"
504815,"Mgm Hospital (Aurangabad)"
504813,"Mgm Hospital & Research Centre(Belapur)"
504811,"Mehta General Hospital"
504805,"Megha Surgical Hospital"
504803,"Meera Hospital (Jalgaon)"
504801,"Medipoint Hospitals Pvt. Ltd."
504799,"Medico Surgical Clinic & Hospital"
504795,"Medicare Hospital (Triveni Health Services)"
504793,"Medicare Hospital (Mumbai)"
504791,"Mayur Hospital (Pune)"
504787,"Mauli Maternity & Children's Hospital"
504783,"Masrani Hospital For Women & Mimas"
504779,"Maru Hospital(Shree Bidada Sarvodaya Trust Hospital)"
504777,"Manoram Hospital"
504775,"Manoj Clinic / Gore Hospital"
504767,"Mangalmurti Hospital & Polyclinic"
504761,"Mane Hospital"
504755,"Manas Multi-Speciality Hospital"
504753,"Mamta Hospital"
504749,"Mamata Hospital ( Dombivili )"
504747,"Malti Maternity Hospital ( Ghatkoper )"
504745,"Malti Accident Hospital ( Jalgaon )"
504743,"Malpani Eye Hospital And Laser Centre"
504741,"Mallika Hospital"
504739,"Maheshwari Hospital (Vashi)"
504737,"Mahesh Hospital"
504731,"Mahalaxmi Hospital"
504729,"Mahajan Ortho & Surgical Hospital"
504719,"M. S. Maternity & General Hospital"
504717,"Lunkad Hospital"
504715,"Lt. Dr. Tatyasaheb Natu Memorial Hospital"
504713,"Lotus Hospital & Research Centre"
504711,"Lotus EyeHospital's Trust"
504709,"Lotus E.N.T. Hospital ( Ghatkoper )"
504705,"Lokmanya Hospital-Unit I & Ii"
504703,"Lok Hospital ( Thane )"
504701,"Lilavati Hospital & Research Centre"
504699,"Lifeline Hospital And Medical Research Centre ( Nashik )"
504697,"Life Care Hospital(Thane)"
504695,"Life Care Hospital"
504683,"Latkar Hospital"
504681,"Lata Mangeshkar Hospital ( Nagpur )"
504675,"Lakshdeep Hospital"
504673,"Ladies Clinic & Hospital"
504669,"Kusum Maternity & Children's Hospital"
504661,"Kulkarni Eye Hospital"
504655,"Krishna Hospital (Vasai)"
504653,"Krishna General Hospital ( Pune )"
504643,"Krims Hospital Limited"
504639,"Kotbagi Hospital"
504637,"Koparde's Hospital"
504633,"Kokan Hospital"
504629,"Kiran Care & Cure Hospital ( Andheri )"
504623,"Khandelwal Ent & General Hospital & Polyclinic"
504621,"Khadke Accident Hospital"
504619,"Kevalya Hospital"
504617,"Kenia Eye Hospital"
504615,"Kelkar Hospital"
504609,"Kaveri Hospital"
504607,"Kaustubh Icu Maternity And General Hospital"
504605,"Kaushalya Medical Foundation Trust Hospital"
504603,"Kaushalya Hospital"
504599,"Kataria Hospital ( Yerawada )"
504595,"Kasturi Memorial Hospital ( Bhayander )"
504593,"Kasliwal Hospital"
504591,"Karwa Hospital &Iccu"
504589,"Karwa Hospital"
504587,"Karne Hospital Private Limited"
504585,"Karandikar Hospital And Research Centre"
504575,"Kamat Hospital"
504571,"Kamal Netralaya (Sahu Eye Hospital)"
504569,"Kamal Nayan Bajaj Hospital(Marathwada Medical Research & Reaearch Institute"
504565,"Kalpana Lifeline Hospital Pvt. Ltd"
504563,"Kakasaheb Mhaske Super Speciality Hospital"
504561,"Kakasaheb Mhaske Kamgar Hospital"
504559,"K.K. Maternity & General Hospital"
504557,"K. B. Haji Bachooali Charitable Ophthalmic & E. N. T. Hospital"
504555,"Joy Hospital Pvt. Ltd."
504553,"Joshi Surgical Hospital"
504551,"Joshi Hospital (Aurangabad)"
504549,"Joshi Hospital & Dialysis Unit ( Kolhapur )"
504543,"Jehangir Hospital And Medical Research Centre"
504541,"Jeevanshree Hospital(Thane)"
504539,"Jeevandeep Hospital & Critical Care Centre ( Dombivli )"
504537,"Jeevandeep Children Hospital"
504535,"Jeevan Jyot Hospital ( Ghatkopar )"
504527,"Jasmine Hospital"
504525,"Jaslok Hospital And Medical Research Institute"
504517,"Janam Hospital"
504511,"Jairam Hospital & Research Centre Pvt.Ltd."
504507,"Jai Hospital Pvt. Ltd. ( Nasik )"
504505,"Jagtap Hospital"
504503,"J. M. Hospital"
504501,"Ishwar Hospital"
504493,"Inlaks General Hospital"
504491,"Inlaks & Budhrani Hospital"
504489,"Ingale Hospital (Pune)"
504487,"Infiniti Eye Hospital"
504483,"Indrayani Hospital ( Dombivili )"
504481,"Indravati Hospital & Criticare Icu"
504479,"Indorewala Ent Hospital"
504473,"Icon Hospital"
504471,"Hope Multispeciality Hospital & Research Centre"
504469,"Holy Trinity Hospital"
504467,"Holy Family Hospital( Bandra )"
504465,"Holy Cross Hospital"
504463,"Hole Hospital Maternity & Sonography Centre"
