"Location ID",Area
332835,"Hotel Minerva Grand  Banjara"
332839,"Hotel Minerva Grand"
333799,"King Regency Hotel"
333805,"Hotel Royal Palace Mandu"
333807,"Hotel Grand Ashwin NX"
334749,"Near Mahindra &amp; Mahindra, Mumbai - Agra Hotel"
334759,"Hotel Abhishek"
500299,"Hotel Minerva"
500295,"Hotel Paras"
500297,"\
\
\
\
Hotel Crown"
500293,"Hotel Trishal Mountain"
335725,"Hotel Hill Breeze"
335727,"Hotel Kumararraja Palace"
335729,"Hotel Brindavan Residency"
335731,"Hotel Guna A/c"
336699,"Hotel Vakkom Palazzo"
336701,"Hotel Grand Krishna"
336703,"Ambika Lodge"
336709,"Hotel Supreme A/c"
336713,"Sri Prasunna Lodge"
337695,"Innra Guest House"
337711,"Hotel Anand Continental"
338669,"Meuse Jupiter Business and Luxury Hotel"
338671,"Hotel Shagun Executive"
338675,"Hotel Travancore Palace"
340593,"Astoria Hotels"
342505,"Hotel Deepak Puri"
342511,"Hotel Esteem"
342515,"Hotel Ajay"
343475,"Polo Heritage Hotel"
343477,"Hotel Yesh Park"
343479,"Travellers Inn Hotel"
344441,"Hotel John"
344443,"Hotel Sea Star"
344445,"Hotel DDR Residency"
345417,"Hotel Executive Tower"
345419,"Yahvi Hotel"
345423,"Hotel Niharika"
345425,"Hotel Milestone"
345427,"Hotel Minerva Grand Tirupati"
345429,"Hotel Abhipriya"
345433,"Hotel Saaj"
345435,"Hotel Gull"
345437,"Hotel Poddar Regency"
345439,"Pride KC Hotel and Spa"
345441,"Hotel Pristine Residency"
346399,"Hotel Shane Avadh"
346401,"Hotel Mayura International"
346403,"Hotel Sheela Shree Plaza"
349233,"Hotel Vande Mataram"
349235,"Hotel Thamsar"
349237,"Aakriti Guest House"
350203,"Hotel Vishram"
350211,"Hotel Jaislamer Palace"
351165,"Hotel Leo Park"
351173,"Hotel Vijay Bhanu"
352119,"Hotel Ask Residency"
352121,"Hotel Blue Pearl"
353063,"Opp To Hotel Tamilnadu"
353069,"Annai Illam Guest House"
353071,"SKT Residency Hotel"
353073,"Hotel KC"
353079,"Hotel Lake View"
354027,"Hotel The Atrium"
355915,"Srigandha Deluxe Lodge"
355917,"Hotel Winsar Park"
355919,"Hotel Jyothi International"
355925,"Hotel Good Luck Residency"
355927,"Lodge Prasuna"
355929,"Hotel Thai International"
356877,"Gokulam Park Hotel and Convention centre"
356879,"Annsun Boutique Hotel"
356883,"Hotel Ambassador"
358785,"Hotel Jaspreet"
360689,"Rias Guest House"
360693,"Dunes Hotel"
360695,"Hotel Pandyan"
360701,"Holidaypack Guest House"
362589,"14 miles near Suryagarh Hotel"
362597,"Hotel Ostria"
362607,"Hotel Mountain View"
362613,"Krish Airport Hotel"
363557,"The Pride Hotel"
363559,"The Corporate Hotel"
364525,"Mayur Hotel Delhi"
365473,"Opp Greendal Hotel"
365493,"Hotel Red Rose"
365499,"Shree Krishna International Hotel"
366465,"Mint Hotel"
366467,"Hotel Shalimar Jaipur"
366475,"Panchami Hotel"
366483,"Hotel Sandhya"
367439,"New India Guest House"
367449,"The Contour Hotel"
367451,"Hotel Parikalp"
369363,"Pals Hotel"
369367,"SS Hotel"
370335,"Hotel Tara Palace"
370337,"Sai Laxmi Lodge"
370343,"Marshall The Grand Hotel"
372243,"Kaziranga Florican Lodge"
372245,"Hotel Kathir Palace"
372247,"Hotel Bobsn Barley"
372249,"Hotel Advaith Lancer"
372251,"Siddharth Guest House"
373205,"Hotel 17 Miles"
373209,"Shyam Palace Guest House"
373213,"Hotel Park Veraval"
374181,"Sagar Lodge"
374189,"Hotel Sunset Point"
374193,"Sandalwood Hotel and Retreat"
374195,"Hotel Pai Vijay"
374199,"Kanyakumari Lodge"
376101,"Elina B&B Guest House"
376103,"Hotel Deep"
376105,"Debraj Hotel"
376107,"Hotel Annapoorna"
376109,"Hotel Tamizhpark"
377073,"Pawan Putra Guest House"
377075,"Mayur Assam Hotel"
377077,"Hotel Rajkamal"
377079,"CK International Hotel"
377085,"Hotel Arunaachalaa Inn"
377087,"The Mark Hotel"
377089,"Hotel Maiden Residency"
378993,"Hotel RJ Inn"
378995,"Hotel Alsana"
378999,"Hotel LE International"
379001,"Hotel VIP InterContinental"
379981,"Hotel Indismart"
380939,"Hotel Rest Inn"
380943,"Hotel Kamal Regency"
380945,"Sushama Guest House"
380947,"Hotel Satyam Lodge"
380951,"Bhawani’Z Paradise Hotel"
380953,"Hotel Le Ruchi the Prince"
380957,"Hotel Crescent Inn"
380959,"Hotel Crescent Sea Cliff"
380963,"Pine Brook Guest House"
380967,"Hotel Deep Residency"
382883,"Hotel Club City"
382891,"Hotel City View"
382893,"Hotel Bansal Residency"
382895,"Adarsh Guest House"
383883,"Mohana Guest House"
384831,"Opposite Hotel Germany"
384835,"Near Dhola Maru Government hotel"
384855,"Shri Ram Guest House"
384859,"Monorama Guest House"
384861,"Hotel Azizia"
384865,"Goa Palms Deo Guest House"
384867,"Hotel Ganga Deoghar"
384869,"Hotel Dwarkesh"
384871,"Azzure by Spree Hotels"
384873,"Hotel Kumily Gate"
385839,"Shivangan Hotel"
385845,"Sarvodaya Guest House"
385853,"Hotel Rest Inn"
385855,"Hotel Esplanade Chambers"
386811,"Near to Hotel Arya Niwas"
386817,"Hotel Shelter"
386819,"Gabriels Guest House"
386823,"Hotel Vijay Niketan"
386825,"Sri Rama Lodge"
386829,"Hotel Amanda Crown"
387787,"Hotel Amanda"
387789,"Hotel Amanda Park Residency"
387793,"Hotel Mahir Palace"
387795,"Prashanti Lodge"
390629,"Opp. Hotel Haward Park Plaza"
390637,"Hotel Royal Residency"
390641,"Hotel Idea Inn"
390643,"Hotel Krishna Inn"
390645,"Hotel Ranika"
391629,"Hotel Panchmurti"
391631,"Hotel Shakti"
391633,"Nayar Hotel"
391637,"Hotel Shree Nidhi"
391639,"Hotel Ritzs"
391641,"Hotel Pearl Residency"
392609,"Hotel Traditional Inn"
392613,"Hotel Happy Land"
392615,"Hotel Queen Palace"
392619,"Hotel Siva Sakthi"
393563,"Hotel Orient"
395465,"Hotel Acacia Inn"
395481,"Hotel Senthil Andavar"
396443,"Hotel Rama Residency"
396449,"Hotel New Pravasi"
397409,"Hotel Kiran"
399317,"Hotel Kumaria Presidency"
399323,"Hotel De Aura"
399327,"Hotel Aparupa"
399333,"Hotel Solu"
399339,"Hotel Madhuban Silvassa"
400305,"Maharaja Hotels "
400307,"Hotel Fort View"
400309,"Jyoti Hotel"
400311,"Hotel The Sara"
400313,"Hotel Kings Inn"
400315,"Hotel Pinakin"
400317,"Hotel Panchvati"
402203,"Hotel Simna International"
402207,"Hotel Airport Annex"
402209,"Hotel JMC"
402211,"\
\
\
\
Hotel S.K"
402213,"Hotel AMR Evvergreen"
402215,"Hotel Rajawas"
402217,"Sakthi Guest House"
403173,"Canary Inn Hotel"
403181,"Hotel Amanda TJS Grand"
500065,"Casino Hotels Ltd"
404153,"Hotel Siddharth"
404157,"Hotel Sagar Castle"
500063,"Raghu hotel"
404163,"Hotel Royal Star"
404167,"Hotel Kanha Treasure in Forest"
404169,"Hotel Gian Residency"
404171,"Hotel Sharma Palace"
404173,"Hotel Ajanta Palace"
406063,"Near Hotel Haribavhanam"
406075,"The BMK Hotel"
406077,"Hotel Varun"
406079,"Sidds Hospitality Hotel"
406087,"Man Lodge"
407037,"Hotel Kalinga Ganjam"
407039,"Nice Guest House"
407041,"Hotel Space Inn"
407043,"Hotel Shree Mangalam"
408939,"Hotel Vaidya Regency"
408943,"Hotel Shreeman"
409909,"The Ashoka Hotel"
409913,"\
\
\
\
Hotel Rama Inn"
409917,"Innra Kolkata Guest House"
409919,"Shiv Dayal Hotel"
409925,"Hotel Tulip"
410875,"Near Nandini Hotel"
410893,"Hotel Imperial Residency"
410897,"Hotel Royale Plazo"
410899,"Hotel Urs Regency"
410903,"Hotel Angel"
411853,"Hotel Dwarkamai"
413747,"\
\
\
\
Hotel Sanginee"
413749,"Silver Cloud Hotel"
413751,"Hotel Samrat"
413757,"Hotel Ganpati Palace"
413759,"Hotel Pisals"
413761,"\
\
\
\
\
\
\
\
\
\
\
\
Hotel Grand Arjun"
414949,"Hotel Dwaraka"
414951,"Hotel Janpath"
414953,"\
\
\
\
Rosewood Villa Guest House"
416037,"Hotel Amer Palace"
416039,"Karthiyayini Hotel And Restaurant"
416041,"Hotel Rohini International"
416045,"Hotel Sonali Private Limited"
416051,"Hotel Madhuvan Serai"
417003,"Hotel Kapoor Cottage"
417005,"Lloyds Guest House South Boag"
417007,"Hotel Rajmandir"
417011,"Ashoka Regency Hotel"
417013,"Hotel Samrat"
417015,"Lloyds Guest House North Boag"
417017,"Lloyds Guest House"
417971,"Hotel Royal Heritage"
417977,"Hotel Emerald Manor"
417979,"Sunflower Guest House"
417983,"Hotel Golden Moments"
417985,"Swastineer Guest House"
419881,"Ampa Skywalk Hotel"
419885,"Orion Guest House"
419887,"\
\
\
Durga Lodge"
419891,"Just Inn Guest House"
419893,"High Seas Guest House"
419895,"Bodhi Tree Guest House and Serviced Apartment"
419899,"Sree Lodge"
419901,"Sorrento Guest House"
419903,"Golden Petal Guest House"
534578,"Hotel Archana Residency(AS)"
534576,"Hotel Jog(AS)"
534574,"Rednam Manor The Hotel"
534572,"Sri Venkateswara Lodge(AS)"
534568,"Hotel Skylark"
534566,"Kumari Lodge(AS)"
534564,"Geetanjali Hotel And Motel"
534562,"Brindavan Lodge(AS)"
534560,"Hotel Rubicon Residency"
534558,"Ghanshyam Lodge(AS)"
534556,"Hotel Krishna Sagar RDC"
534554,"Sri Sai Villa Lodge and Dormitory(AS)"
534552,"Hotel Krishna Sagar NH 24"
534550,"Hotel Gopal Plaza"
534548,"Rahul Guest House"
534544,"Hotel Ashiyana"
534542,"\
\
\
\
Shri Vaibhav Durga Lodge(AS)"
534540,"Kalyan Guest House(AS)"
534538,"Hotel Jaya Palace"
534536,"Corporate Living Guest House(AS)"
534534,"Hotel Denton Homestay"
534532,"A-1 Home Services Guest House(AS)"
534530,"Holy Home Guest House(AS)"
534528,"\
\
\
\
\
\
\
\
Hotel Breeze Inn"
534512,"Shivneri Lodge(AS)"
534510,"Hotel Madhuvanti"
534508,"Swagat Guest House(AS)"
534506,"Hotel Krishna Sagar GT Road"
534498,"Hotel Royal Grand Inn"
534496,"Esplanade Inn Guest House(AS)"
534494,"Woodlands Hotel"
534492,"The Emerald Hotel And Serviced Apartments"
534432,"\
\
\
\
\
\
\
\
Near Hotel Radisson Blu Plaza,Near Indira Gandhi International Airport "
534428,"Kalparuksh Lodge"
421791,"Hotel Rajdarshan"
421793,"Masa Guest House"
421795,"Gandhari Guest House"
421797,"Dianas Divine Mercy Guest House"
421801,"Raipasha Guest House"
421803,"Great Hotel"
534376,"Hotel Apra Deluxe"
534374,"Hotel Shwetha Tourist Home(AS)"
534372,"Sreeniketanam Lodge"
534370,"Hotel Paradise Palace Inn"
534368,"Hotel Cedar Grand"
534364,"Hotel Anand"
534360,"Hotel Central Point"
534358,"Hotel Omni Palace"
534356,"Hotel Mayur"
534354,"Golden Orchid Guest House(AS)"
534350,"Hotel Sobhraj"
534348,"Hotel Mahatma Inn"
534346,"Metro Guest House(AS)"
534344,"Hotel Shankar Palace"
534342,"Hotel Pravasi Palace"
534336,"Hotel Sree Durga"
534334,"Hotel Prince"
534332,"Palace Lodge"
534330,"Hotel Oyster"
534326,"Hotel Ajit"
534324,"\
\
\
\
Geetanjali Guest House(AS)"
534322,"Hotel Ambassador Executive"
534320,"Hotel Ramachandra"
534318,"Hotel Classic International"
534316,"Hotel Leela Nikunj"
534312,"Guest Inn Guest House(AS)"
534310,"Hotel Akash Regency"
534304,"Hotel Suvidh Lodge"
534300,"Hotel Suncity Palace"
534298,"Star D Lite Guest House(AS)"
534296,"Hotel Chandras"
534294,"Hotel Bansuri Deluxe"
534290,"Hotel Archie Regency"
534288,"Hotel Bombay International"
534286,"New Metro Guest House"
534282,"\
\
\
\
Abasan Guest House(AS)"
534280,"Mangala Lodge"
534278,"Horizon Deluxe Lodge(AS)"
534274,"Sri Gurupath Lodge(AS)"
534270,"Raahat Palace Hotel"
534268,"Poddar Guest House"
534266,"Hotel Harmony"
534264,"City Regency Hotel Dibrugarh"
534262,"Mega City Inn Guest House"
534260,"Deluxe Paradise Hotel"
534258,"Hotel Manas"
534254,"Hotel Poojan"
534252,"Jai Ambe Maa Guest House(AS)"
534250,"Hotel Sharda"
534248,"Bedouin Guest House"
534246,"Pravasi Palace Hotel"
534244,"Hotel Chandirka"
534242,"Stay Cool Guest House(AS)"
534240,"Snow Hights Hotel"
534238,"Feather Guest House(AS)"
534236,"Tulip Guest House"
534234,"Hotel Meenakshi Palace"
534232,"Hotel Samrat"
534230,"Hotel Star"
534226,"Jolly Hotel"
534224,"Hotel Mahima Inn"
534220,"Bothra Guest House"
534218,"Hotel Silver Inn"
534216,"Hotel Park Residency"
534214,"\
\
\
\
\
\
\
\
Anami Guest House"
534210,"Chorus Inn Guest House"
534208,"Devi Krupa Lodge"
534206,"Lalithambika Guest House"
534122,"Near Shanthi Sagar Hotel"
534094,"Kalparuksh Lodge"
534052,"Near Laxmi Lodge"
422761,"The Orchid Hotel"
422763,"Laxmi Guest House"
422765,"Divine Guest House"
422767,"Hotel Guest House Accomodation"
422771,"Hotel Tirupati International"
422773,"Hotel Monotel"
422775,"Hotel Sunshine"
422777,"Hotel Mulberry"
534006,"Hotel Prakash Palace"
534004,"Antonio Guest House"
534000,"Hotel The Sapphire Grand"
533998,"Nakoda Guest House(AS)"
533996,"Guru International Hotel"
533994,"Hotel Radha madhav"
533992,"Abdullah Guest House(AS)"
533990,"Atithi Niwas Guest House"
533988,"Hotel Sagar Palace"
533986,"Hotel The Dwarika"
533984,"Kapil Lodge(AS)"
533982,"Hotel Abhishek"
533978,"Shivam Guest House(AS)"
533976,"Hotel Bikaner"
533968,"Shyam Guest House(AS)"
533964,"Jyoti Hotel"
533962,"Hotel Jaabiby Beach Inn"
533960,"Hotel Rudra Continental"
533956,"Anapoorna Guest House(AS)"
533954,"Hotel Royal Haveli"
533952,"Hotel Shakti Palace"
533950,"Hotel Jai Palace"
533944,"Hotel Anushree"
533942,"Hotel Green Park"
533940,"Hotel Diamond Villa"
533938,"Hotel Shanti Palace"
533936,"Hotel Natraj"
533934,"Mahesh Guest House"
533932,"Leeflex Guest House(AS)"
533930,"The Grand Haveli Hotel"
533928,"Hotel Rathore Lodge And Restaurant"
533926,"Hotel Nirbana Palace"
533924,"Hotel Shree Shyam"
533922,"Hotel Hindu"
533920,"Hotel Aroma Residency"
533918,"Hotel Singhasan Haveli"
533916,"Hotel Ranjit Residency"
533914,"Hotel Suruchi"
533912,"Hotel Vikas"
533910,"Hotel Supreme"
533908,"Hotel Monalisa"
533906,"Geeta Guest House(AS)"
533900,"Aravind Residency Hotel"
533898,"Sita Ram Guest House(AS)"
533896,"Hotel Salida Del Sol Boutique"
533890,"Narula Guest House"
533888,"Hotel Bliss Comfort"
533886,"Hotel Sun City"
533882,"Hotel Aishwarya"
533880,"Hotel Brahmagiri"
533878,"Hotel Samarth Lodge And Restaurant"
533876,"Hotel Savant"
533874,"Prayagraj Hotel"
533872,"Chandalok Deluxe Hotel"
533868,"New Sangam Hotel"
533866,"G R Guest House(AS)"
533864,"Hotel Ishwariya Post"
533856,"Hotel Kshitij"
533854,"Hotel Siva Murugan"
533852,"Hotel Royal Park"
533850,"Dhanam Lodge"
533846,"Hotel The HQ"
533844,"Hotel Vikas Palace"
533842,"Hotel Arma Galaxy"
533840,"S J Guest House(AS)"
533838,"Eagle Executive Hotel"
533834,"Hotel Maurya"
533832,"MLA Guest House(AS)"
533830,"Hotel Jagan"
533828,"Hotel Gangeshwar"
533826,"Hotel Viva Goa(AS)"
533820,"Hotel Dera Dundlod Kila"
533786,"Next to Veronica Guest House"
533782,"Near hotel Raddison"
533722,"Near Hilton Hotel"
423741,"Hotel Victerrace Regency"
423745,"Hotel Sunshine"
423749,"Oyezterbay Hotel"
533628,"Hotel Denissons"
533624,"Sri Arya Nivas Lodge(AS)"
533618,"Hotel Madhu Mamta Resorts"
533616,"Kinara Lodge(AS)"
533614,"Kamala Guest House(AS)"
533612,"Hotel Cozy Residency"
533610,"Enclave Guest House Minto Park(AS)"
533608,"Hotel Sai Sangeet"
533606,"Hotel Metro"
533604,"Enclave Guest House Elliot Road(AS)"
533600,"Hotel Whiteway"
533598,"White Apple Guest House(AS)"
533596,"Hotel Aishwarya"
533594,"Hotel Roopali Inn"
533590,"Hotel Pooja International"
533588,"Hotel Linkway"
533586,"Hotel Oysters Inn"
533582,"Hotel Mega City"
533580,"Hotel Parkway"
533578,"Hotel Mega Palace"
533574,"Pinky Guest House(AS)"
533572,"Hotel Royal Residency"
533570,"Krishna Guest House(AS)"
533568,"Mayur Guest House(AS)"
533564,"Hotel Magnet House(AS)"
533562,"Shakuntala Lodge(AS)"
533560,"Hotel PatliPutra Nirvana"
533556,"Blue Moon Guest House(AS)"
533552,"Sagar Lodge(AS)"
533550,"Joaquim Guest House(AS)"
533548,"Godavari Lodge(AS)"
533546,"Sukh Niwas Lodge(AS)"
533544,"City Star Guest House(AS)"
533542,"Hotel Sai Ratna Residency"
533540,"Hotel PatliPutra Exotica"
533536,"Doshikkas Hotel Vaani Villa"
533534,"Vaibhav Inn Hotel"
533532,"Capital Guest House(AS)"
533530,"Avaas Guest House(AS)"
533528,"Hotel Regal"
533524,"Princess Dona Guest House"
533518,"Hotel El Paso"
533516,"Hotel Cliff"
533512,"Hotel Casabela"
533510,"Hotel Gold Inn"
533506,"Hotel Vashishtha"
533504,"Hotel Chobdar Haveli"
533502,"Hotel La Mansion"
533500,"Hotel Skylaark"
533498,"Hotel Plazaa Inn"
533494,"Hotel Mayura"
533488,"Indrani Guest House"
533486,"Samridhi Guest House(AS)"
533482,"Hotel Parkland"
533478,"Hotel Royal Residency"
533474,"\
\
\
\
\
\
\
\
Hotel Kanishka"
533470,"Rajath Guest House (AS)"
533468,"Hotel Ria Residency"
533466,"Aman Palace Hotel"
533458,"Hotel Temple View"
533350,"Left turn from Sea Gull Hotel "
424707,"Tangerine Guest House"
424709,"Hotel De Sovrani"
424711,"Hotel Grand Tower"
424713,"Simurg Guest House"
424715,"Guhan Guest House"
424717,"Hotel Tulip Inn"
424719,"Chennai Guest House"
533256,"Hotel Ritesh"
533254,"Hotel Chanakya Inn"
533252,"Hotel  Gulab Mansion"
533248,"Hotel Adityaz"
533246,"Vesper Guest House"
533244,"Hotel Maha Shakthi"
533242,"Hotel Vaishali"
533240,"Hotel Ashoka"
533238,"Sadhana Guest House"
533236,"Hotel Horas Regency"
533234,"Live In Guest House"
533232,"Hotel Crystal Residency"
533230,"Eswar Lodge"
533228,"Hotel Virasat"
533226,"Hotel Desert N Dunes"
533224,"Hotel Classic"
533222,"Hotel Sai Seema"
533220,"Hotel Mahansar Fort Haritage"
533218,"Hotel Shekhawati Heritage"
533216,"Hotel Satkar"
533210,"Indismart Hotel"
533208,"Hotel Piramal Haveli"
533206,"Hotel R.P International"
533204,"S R Inn Hotel"
533202,"Hotel Ambica Sea Green"
533200,"Hotel Dhanraj Palace"
533196,"Hotel Vaishno Dham"
533194,"Hotel Shivas Royal"
533192,"Hotel Vishnu Residency"
533190,"Hotel Sohalika"
533188,"Hotel Shikhar Palace"
533186,"Hotel Paras"
533184,"Hotel Centre Palace"
533182,"Hotel Gulzar Tower"
533178,"Hotel Krishna Palace"
533170,"Padmodaya Guest House(AS)"
533168,"Shri Ganesh Hotel"
533166,"\
\
\
\
\
\
\
\
\
\
\
\
Green Park Hotel"
533164,"Hotel Yagappa"
533162,"Swistar Guest House(AS)"
533160,"Hotel Shivam"
533158,"Hotel Sairaj"
533156,"Hotel Park Inn"
533154,"Hotel Bhakti"
533150,"Shiva Guest House(AS)"
533148,"Bharat Guest House(AS)"
533146,"Ritrit Hotel"
533140,"Victoriyah Hotel"
533138,"Lake View Residency Hotel"
533134,"Hotel Pink City"
533132,"M K Lodge"
533128,"Hotel Balaji Inn"
533126,"Hotel Ravi Kiran"
533032,"Near Noor Us Sabha hotel/Vishal Fitness Palace"
532986,"Hotel Drive Inn"
532982,"Hotel Kanchi Boarding and Lodging"
532980,"Hotel Royal Star"
532978,"Hotel Durga Residency"
532976,"\
\
\
\
Hotel Shri Sukh Sagar"
532974,"Hotel Polo Victory Palace"
532972,"Eefa Hotel"
532970,"Hotel Anmol"
532968,"Hotel 1589 Generation X"
532966,"Hotel Cross Road"
532964,"Hotel RR Inn"
532962,"Teerth Guest House"
532960,"Hotel Gokak Resort"
532954,"Hotel Ever Star"
532952,"Sri Ganesh Deluxe Lodge(AS)"
532946,"Hotel Promenade(AS)"
532944,"Sai Guest House"
532942,"New Adarsh Lodge(AS)"
532938,"Hotel Madhav"
532932,"Hotel Khodal"
532930,"Simran Guest House(AS)"
532928,"Hotel Modern"
532926,"Hotel MV Boutique"
532924,"Lele Wadi Guest House(AS)"
532922,"Hotel Sk"
532920,"Hotel Yash"
532918,"Hotel City Palace"
532912,"Hotel Sapphire"
532908,"Shivam Guest House"
532906,"Hotel Maya"
532904,"Aananda Guest House(AS)"
532902,"Hotel Radisson Blu"
532900,"Hotel The Oasis"
532898,"Hotel Prime"
532896,"Asha Guest House(AS)"
532894,"Hotel Siya Palace"
532892,"Hotel Kaushalya"
532888,"Hotel Vardhman"
532884,"Hotel Uday Residency"
532880,"Celebration Guest House(AS)"
532874,"Hotel Abhay Haveli"
532872,"Hotel Sagar"
532870,"\
\
\
\
Anandha Lodge(AS)"
532868,"Karthic Lodge(AS)"
532862,"Hotel Shikha Palace"
532860,"Hotel Tamilnadu"
532858,"Hotel Ark"
532856,"Hotel Shikha"
532854,"\
\
\
\
Hotel Gaurav Palace"
532848,"Hotel Silver Line"
532844,"Hotel Manasa Inn"
532838,"Ashoka Guest House(AS)"
532836,"Hotel Vishnu Vilas"
532834,"Hotel SBT"
532832,"Hotel Blueberry"
425667,"Hotel Punjab Palace"
425669,"Hotel Swagat Chandigarh"
425671,"Hotel Sunlight"
532794,"Between 3 Star Hotel"
532710,"near Ambadi Hotel, Kumali"
532684,"Hotel RK Regency"
532680,"Sahara Guest House"
532678,"Hotel Pukhraj"
532674,"Padharo Sa Guest House(AS)"
532672,"Hotel Maanpreet"
532666,"Unique Guest House(AS)"
532664,"Hotel The Wings"
532662,"Hotel Metropolitan"
532660,"Hotel Land Mark"
532658,"Hotel Anjalik"
532654,"Glitz Hotel"
532650,"Hotel yash Regency"
532648,"The Pinnacle Hotel"
532646,"Hotel Raj Plaza"
532644,"Kanchan Guest House(AS)"
532642,"Hamara Hotel"
532640,"Gulmohar Guest House"
532636,"Kumars Hotel"
532634,"Gohar Hotel"
532632,"Hotel Priya And Restaurant"
532628,"Hotel Gold Coin"
532626,"Hotel Jains"
532622,"Harry Guest House"
532618,"Hotel The Royal Grove"
532616,"Hotel Airlines"
532614,"Hotel Jaipur Vishakapatnam"
532610,"Hotel Balajee Grand"
532608,"Hotel Manikanta Grand"
532606,"Chakri Guest House"
532604,"Hotel SD International"
532602,"Arun Hotel"
532598,"Vaishno Dham Guest House"
532596,"\
\
\
\
Sri Annapoorneshwari Deluxe Lodge"
532592,"Vatika Guest House(AS)"
532590,"Hotel Sai Suraj Palace"
532588,"Ramyas Hotel"
532484,"Near Dolphine Hotel Road"
532462,"Hotel Royal Castle(AS)"
532460,"Hotel Amarabati"
532458,"Hotel Grand Residency"
532454,"Hotel Hira Laxmi"
532452,"Krishna Guest House(AS)"
532450,"Hotel Peninsula"
532448,"Cheran Palace Lodge(AS)"
532446,"\
\
\
\
\
\
\
\
Hotel Gaylord India"
426631,"SR Guest House and Lodging"
426637,"Bala Guest House"
426643,"NIPS Corporate Guest House"
426647,"EcoLodge Hotel"
426649,"Prince Park Guest House"
532444,"Hotel Shubham"
532442,"Hotel Keshav"
532440,"Hotel Flora Haridwar"
532438,"Hotel Dumpys Inn"
532436,"Hotel Shree Raj Laxmi Palace"
532434,"Hotel Center Point"
532432,"Om Sriram Lodge(AS)"
532430,"Hotel Myriad Lucknow"
532426,"Hotel Neelkant"
532424,"Joel Guest House(AS)"
532422,"Shubham Guest House(AS)"
532420,"Hotel Mip Point"
532418,"Victoria Villa Guest House(AS)"
532416,"Bhagwan Guest House(AS)"
532414,"Narayani Lodge(AS)"
532412,"Hotel Saarthi"
532410,"Hotel Kamal Kunj"
532408,"Hotel Vimal"
532406,"Hotel SRI Kaliappa"
532402,"Hotel Manhar Residency"
532400,"Dewans Residency Hotel"
532398,"Bombay Tiffanys Hotel"
532396,"Hotel Sundar Ashraya Boarding Lodging"
532394,"Guryan Guest House(AS)"
532392,"Poornima Lodges"
532388,"Hotel Maya Ji"
532386,"Hotel Royal Night"
532384,"Hotel Jai Maa"
532382,"Hotel Rohin Inn"
532380,"Sanskar Guest House(AS)"
532378,"Hotel Shastri Paradise"
532376,"RS Guest House(AS)"
532374,"Hotel Himalayan"
532370,"\
\
\
\
\
\
\
\
Hotel Horizon International"
532368,"Hotel Lalita Palace"
532366,"Gokul Guest House(AS)"
532362,"Hotel Anand Palace"
532360,"\
\
\
\
Poonthanam Guest House"
532354,"Nandu Guest House"
532352,"Green Palace Hotel"
532346,"Dhingra Guest House(AS)"
532342,"Travellers Guest House"
532340,"Hotel Global Inn"
532338,"Hotel G Rest"
532336,"Bombay Guest House(AS)"
532334,"Amigos Guest House(AS)"
532332,"\
\
\
\
Sanskar Guest House(AS)"
532322,"Hotel Sai International"
532222,"Behind Maharaja Hotel"
532178,"Hotel Leela Palace"
532168,"Hotel Euro Park"
532166,"Hotel Green View"
532164,"Hotel Blue Sea"
532162,"Sunshine Hotel"
532156,"The Olive Greens Guest House(AS)"
532154,"Hotel Sree visakh"
532152,"Hotel Rest Inn"
532150,"Hotel Aanchal Residency(AS)"
532148,"Hotel Ashiana"
532144,"Hotel Green Palace"
532142,"Bombay Hotel"
532140,"Hotel Sai Suraj"
532138,"Pari Poornam Lodge"
532134,"Sri Balaji Lodge"
532132,"Hotel Malabar"
532130,"Hotel Sai Smaran"
532122,"Hotel Fafali Inn"
532116,"Sheetal Guest House(AS)"
532112,"Hotel Three -G"
532110,"Hotel Sai Laxmi"
532108,"M X Lodge(AS)"
532104,"1589 Generation X Hotel"
427613,"Hotel Camac Plaza"
427615,"Hotel Sounsar"
427623,"Hotel Airways"
427627,"Hotel Ashwini"
427629,"Hotel Wellesley"
427635,"Hotel Artland"
532056,"opposite new park hotel"
532032,"Hotel Aloft Coimbatore"
532030,"Hotel Royal Fort"
532026,"Sri Ambika Residency Delux Lodge"
532020,"Grace Guest House(AS)"
532018,"Hotel Bheigo"
532014,"KDK Lodge"
532010,"Hotel Aashiyana"
532008,"Hotel Parishram"
532004,"Hotel Green Velley"
531998,"Hotel Temple Tower A/c"
531996,"Hotel Aashirwad"
531990,"Hotel Raj Palace"
531988,"Hotel Emgees Residency"
531978,"Hotel Blue Hills"
531974,"Hotel Shivam"
531966,"Hotel Shri Swarna Palace"
531962,"New Hotel Keerthi"
531958,"Hotel Paradise"
531956,"Hotel Golden Palace"
531954,"Hotel Raj Empire"
531952,"Subhash Guest House(AS)"
531950,"Metropole Hotel"
531946,"The World Hotels And Resorts"
531944,"Heritage Shelters Hotel"
531936,"Hotel Sai Miracle Inn"
531932,"Hotel Abhishek"
531930,"Royal Riviera Hotels And Resorts"
531926,"Anupama Hotel"
531922,"Hotel Sai Suraj Park"
531914,"East Inn Guest House(As)"
531912,"\
\
\
\
Hotel Saideep Holiday Park"
531908,"Hotel KBS Grand"
531906,"Hotel Neeta Annex"
531904,"Sri AKB Lodge(AS)"
531888,"Hotel Blue Diamond"
531868,"Hotel Olive Regency"
531864,"Hotel Olive Green"
